",Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Tenure_Days,total_spendings,Total_Children,Living_With"
"1589,Graduate,75794.0,33,1,7,5,12,3,0,0,39,187,1682,0,Partner"
"1590,Postgraduate,31497.0,22,2,3,1,4,8,0,0,64,570,155,1,Partner"
"1591,Graduate,74268.0,83,1,4,3,5,2,0,0,71,500,892,0,Partner"
"1592,Undergraduate,13724.0,43,1,2,0,2,9,0,0,38,667,58,1,Partner"
"1593,Postgraduate,45143.0,74,3,6,1,5,7,0,0,61,307,311,1,Partner"
"1594,Postgraduate,52569.0,54,1,2,0,4,3,0,0,59,85,95,1,Alone"
"1595,Postgraduate,48432.0,3,5,7,1,6,8,0,1,53,619,424,1,Alone"
"1596,Postgraduate,17144.0,96,5,3,0,4,7,0,0,66,134,47,2,Partner"
"1597,Graduate,36108.0,68,3,7,1,4,9,0,0,42,257,339,1,Alone"
"1598,Graduate,76445.0,2,1,2,5,13,6,0,0,55,639,1410,1,Partner"
"1599,Postgraduate,36663.0,40,1,1,1,3,2,0,0,51,65,35,1,Partner"
"1600,Postgraduate,53843.0,64,4,8,5,3,7,0,0,61,367,562,1,Partner"
"1601,Postgraduate,90226.0,26,1,4,7,12,2,0,0,70,641,2352,0,Partner"
"1602,Postgraduate,70638.0,69,1,4,5,10,3,0,0,71,393,1334,0,Alone"
"1603,Graduate,44512.0,57,2,1,0,3,4,0,0,66,303,32,2,Partner"
"1604,Graduate,27116.0,78,2,2,0,3,7,0,0,65,119,41,2,Partner"
"1605,Postgraduate,54072.0,71,1,2,0,2,8,0,0,63,337,39,2,Partner"
"1606,Graduate,71855.0,59,4,5,5,11,3,0,0,49,529,1141,1,Partner"
"1607,Undergraduate,51250.0,28,5,10,5,4,9,0,0,36,456,710,1,Alone"
"1608,Postgraduate,60432.0,61,5,7,2,5,6,0,0,53,112,401,1,Partner"
"1609,Postgraduate,65526.0,22,1,4,4,8,2,0,0,62,79,506,1,Partner"
"1610,Graduate,68655.0,95,1,4,5,11,3,0,0,38,688,1538,0,Alone"
"1611,Undergraduate,12393.0,38,1,2,0,3,9,0,0,48,572,57,0,Partner"
"1612,Graduate,64509.0,19,1,6,3,9,4,0,1,36,316,1722,0,Alone"
"1613,Graduate,33955.0,92,4,5,1,5,8,0,0,51,324,270,1,Alone"
"1614,Graduate,31353.0,24,2,1,1,2,8,0,1,49,182,31,2,Partner"
"1615,Graduate,55434.0,21,3,5,3,13,4,0,0,42,267,882,1,Partner"
"1616,Graduate,28359.0,35,1,1,0,2,7,0,0,43,245,16,1,Partner"
"1617,Graduate,57100.0,9,2,3,2,7,3,0,0,39,42,311,1,Alone"
"1618,Graduate,69139.0,23,1,4,1,5,4,0,0,61,153,227,1,Partner"
"1619,Postgraduate,52973.0,92,7,9,6,9,8,0,0,70,598,1152,1,Partner"
"1620,Postgraduate,51717.0,55,1,3,0,4,7,0,0,61,313,122,1,Partner"
"1621,Graduate,18793.0,14,3,2,0,4,8,0,0,55,533,77,1,Partner"
"1622,Undergraduate,66664.0,78,1,5,7,6,3,0,0,44,642,1289,0,Partner"
"1623,Graduate,50664.0,64,9,8,1,6,9,0,0,67,529,561,2,Alone"
"1624,Graduate,54414.0,49,4,3,1,5,4,0,0,63,522,211,2,Partner"
"1625,Postgraduate,54549.0,8,2,5,1,4,7,0,0,74,118,233,1,Partner"
"1626,Postgraduate,47111.0,35,6,3,2,10,9,0,0,55,659,1092,1,Alone"
"1627,Postgraduate,41003.0,11,1,6,2,8,6,0,0,63,469,601,0,Alone"
"1628,Graduate,19444.0,8,3,4,1,2,7,0,1,44,127,54,1,Partner"
"1629,Undergraduate,36301.0,53,1,3,0,3,7,0,0,50,247,78,1,Partner"
"1630,Postgraduate,73059.0,36,1,9,3,13,4,0,0,79,302,1095,1,Partner"
"1631,Postgraduate,42731.0,64,3,4,1,5,5,0,0,57,251,244,1,Partner"
"1632,Postgraduate,52854.0,43,2,2,1,4,5,0,0,67,97,116,2,Partner"
"1633,Graduate,22775.0,40,1,1,0,2,8,0,0,48,375,15,1,Partner"
"1634,Postgraduate,46681.0,52,2,4,6,4,5,0,0,78,264,425,2,Partner"
"1635,Postgraduate,59821.0,11,6,11,2,7,8,0,0,71,443,734,1,Partner"
"1636,Graduate,50002.0,21,2,8,2,7,7,0,0,72,377,638,1,Alone"
"1637,Graduate,69755.0,23,1,3,6,12,1,0,0,81,270,894,0,Partner"
"1638,Graduate,44078.0,17,2,2,0,3,5,0,0,57,10,41,2,Partner"
"1639,Postgraduate,30560.0,6,1,1,0,3,7,0,0,50,367,31,1,Partner"
"1640,Postgraduate,35924.0,56,1,1,0,3,5,0,0,57,98,34,2,Partner"
"1641,Postgraduate,64140.0,71,5,2,5,6,5,0,1,62,279,1750,2,Alone"
"1642,Graduate,56386.0,51,8,9,1,7,9,0,0,45,610,612,2,Partner"
"1643,Undergraduate,24594.0,94,1,1,0,3,5,0,0,47,201,29,1,Partner"
"1644,Undergraduate,75774.0,27,1,7,5,8,4,0,0,45,58,823,1,Partner"
"1645,Postgraduate,39228.0,1,1,0,0,3,4,0,0,66,415,20,0,Alone"
"1646,Postgraduate,58494.0,56,2,6,2,6,6,0,0,52,199,396,1,Partner"
"1647,Graduate,58684.0,71,1,5,3,12,2,0,0,45,13,813,0,Alone"
"1648,Graduate,57136.0,18,1,7,5,7,6,0,1,59,407,1179,0,Alone"
"1649,Postgraduate,56551.0,48,3,2,1,4,4,0,0,76,53,138,2,Alone"
"1650,Graduate,22448.0,86,3,2,1,3,3,0,0,44,123,55,1,Partner"
"1651,Graduate,82014.0,48,1,3,6,12,6,0,1,65,678,1511,0,Alone"
"1652,Graduate,34213.0,2,3,3,1,2,9,0,1,63,660,117,2,Alone"
"1653,Graduate,157146.0,13,0,0,28,0,1,0,0,49,426,1730,0,Partner"
"1654,Postgraduate,25358.0,57,2,1,0,3,6,0,0,79,342,32,1,Alone"
"1655,Postgraduate,35544.0,77,1,2,0,3,7,0,0,48,113,67,1,Alone"
"1656,Postgraduate,36634.0,0,3,5,2,5,7,0,0,72,397,335,1,Partner"
"1657,Postgraduate,62670.0,57,1,5,3,13,3,0,0,72,147,825,1,Partner"
"1658,Undergraduate,50334.0,24,6,7,4,6,6,0,0,54,340,694,1,Partner"
"1659,Graduate,72066.0,55,1,4,6,6,2,0,1,45,6,1792,0,Alone"
"1660,Postgraduate,50729.0,62,9,6,2,7,6,0,0,68,423,496,2,Alone"
"1661,Graduate,34916.0,89,4,5,1,3,9,0,0,58,410,231,2,Partner"
"1662,Graduate,64892.0,77,2,6,4,12,4,0,0,50,31,902,1,Alone"
"1663,Graduate,43602.0,45,3,3,1,2,6,0,0,60,170,68,2,Alone"
"1664,Postgraduate,33996.0,46,1,1,1,3,4,0,0,37,291,71,0,Alone"
"1665,Undergraduate,41473.0,80,1,2,0,3,7,0,0,41,375,76,1,Alone"
"1666,Postgraduate,63246.0,60,1,6,3,12,4,0,0,59,313,772,2,Partner"
"1667,Postgraduate,36732.0,71,3,1,1,4,2,0,0,67,182,47,2,Partner"
"1668,Postgraduate,69084.0,43,2,7,3,13,8,0,0,56,222,1586,1,Partner"
"1669,Postgraduate,77766.0,97,2,11,10,11,6,0,1,59,492,1529,1,Partner"
"1670,Postgraduate,37929.0,49,2,4,2,5,7,0,1,41,334,265,0,Alone"
"1671,Graduate,86610.0,66,1,5,6,6,2,0,0,75,297,1603,0,Partner"
"1672,Postgraduate,80141.0,20,1,7,4,10,6,0,1,40,534,2091,0,Partner"
"1673,Undergraduate,72635.0,54,1,6,8,6,3,0,0,71,391,981,0,Partner"
"1674,Graduate,69016.0,61,4,8,9,13,5,0,0,56,584,1533,1,Partner"
"1675,Undergraduate,20193.0,18,1,1,1,4,4,0,0,35,578,82,0,Partner"
"1676,Graduate,27573.0,45,4,5,1,4,8,0,0,51,461,244,1,Partner"
"1677,Undergraduate,15862.0,26,1,1,0,3,8,0,0,47,367,36,1,Alone"
"1678,Postgraduate,49544.0,0,2,5,1,8,7,0,0,50,502,404,1,Partner"
"1679,Graduate,33228.0,28,1,2,0,3,7,0,0,46,157,71,1,Partner"
"1680,Graduate,70440.0,49,1,5,10,7,3,0,0,48,264,1572,0,Partner"
"1681,Graduate,38232.0,84,4,3,1,3,5,0,0,55,163,122,2,Partner"
"1682,Postgraduate,22554.0,38,4,2,0,4,5,0,0,71,603,41,2,Partner"
"1683,Postgraduate,23536.0,53,1,0,0,3,3,0,0,43,25,10,1,Partner"
"1684,Graduate,49413.0,88,2,4,2,5,5,0,0,74,247,304,1,Partner"
"1685,Graduate,42231.0,99,1,1,0,3,5,0,0,57,96,37,2,Partner"
"1686,Postgraduate,78789.0,12,1,4,6,5,2,0,1,46,690,1754,0,Alone"
"1687,Graduate,56534.0,35,4,10,4,7,8,0,1,58,341,815,1,Partner"
"1688,Graduate,58350.0,5,4,8,3,12,6,0,0,55,541,1001,1,Alone"
"1689,Graduate,81217.0,77,1,3,7,11,1,0,0,37,345,1157,0,Alone"
"1690,Graduate,49090.0,45,3,7,2,9,7,0,0,75,345,688,1,Alone"
"1691,Postgraduate,61787.0,71,1,8,4,6,5,0,0,39,358,1319,0,Alone"
"1692,Postgraduate,18169.0,40,1,1,0,2,8,0,0,41,495,21,1,Partner"
"1693,Undergraduate,24336.0,82,1,1,0,2,7,0,0,45,671,31,1,Alone"
"1694,Graduate,18222.0,70,1,2,0,3,8,0,0,36,545,67,0,Partner"
"1695,Graduate,62335.0,87,2,3,3,13,2,0,0,74,402,708,1,Alone"
"1696,Undergraduate,42033.0,95,1,1,0,2,7,0,0,55,648,25,2,Partner"
"1697,Postgraduate,86580.0,72,0,4,2,5,1,0,0,43,487,746,0,Partner"
"1698,Postgraduate,41437.0,5,1,1,0,3,7,0,0,69,645,32,2,Alone"
"1699,Postgraduate,73705.0,86,2,9,6,8,5,0,0,75,116,1695,2,Alone"
"1700,Graduate,61064.0,80,5,8,4,11,6,0,0,50,667,1080,1,Partner"
"1701,Postgraduate,38452.0,62,3,3,0,3,7,0,0,71,91,72,2,Partner"
"1702,Graduate,18358.0,49,3,3,0,4,7,0,0,37,221,57,1,Alone"
"1703,Postgraduate,55012.0,85,6,8,2,9,5,0,0,53,100,660,1,Partner"
"1704,Undergraduate,9722.0,7,4,3,1,3,8,0,1,53,635,103,1,Partner"
"1705,Postgraduate,38175.0,6,3,3,1,4,7,0,0,42,279,153,1,Partner"
"1706,Postgraduate,58656.0,25,4,7,8,13,6,0,0,70,647,1220,1,Partner"
"1707,Graduate,52117.0,55,2,5,2,4,7,0,0,61,682,279,1,Partner"
"1708,Graduate,64813.0,81,1,7,2,10,5,0,0,48,178,745,1,Partner"
"1709,Postgraduate,54222.0,98,1,3,3,5,3,0,0,53,120,264,1,Partner"
"1710,Graduate,83512.0,31,1,4,7,10,1,0,1,40,12,2157,0,Partner"
"1711,Postgraduate,77520.0,30,1,8,7,7,4,0,1,67,305,1526,1,Partner"
"1712,Graduate,41154.0,98,1,1,0,4,5,0,0,48,446,69,1,Partner"
"1713,Graduate,80398.0,92,1,5,8,12,3,0,0,60,596,1597,0,Partner"
"1714,Undergraduate,18746.0,41,2,3,0,3,6,0,0,34,31,64,1,Alone"
"1715,Graduate,35196.0,68,6,6,1,5,8,0,0,42,593,497,1,Partner"
"1716,Graduate,60230.0,78,2,6,3,6,5,0,0,70,405,1067,1,Alone"
"1717,Graduate,22108.0,46,2,2,0,3,7,0,0,49,52,31,2,Partner"
"1718,Graduate,44392.0,71,5,4,1,4,7,0,0,52,297,211,2,Partner"
"1719,Postgraduate,55424.0,6,4,7,5,9,6,0,1,50,581,877,1,Partner"
"1720,Graduate,17688.0,82,1,1,0,2,8,1,0,47,532,11,1,Partner"
"1721,Postgraduate,92491.0,71,1,7,5,12,3,0,1,43,424,2034,0,Partner"
"1722,Graduate,90273.0,32,1,5,6,7,2,0,1,35,197,1991,0,Alone"
"1723,Postgraduate,82571.0,28,0,6,5,13,2,0,0,64,88,1686,0,Alone"
"1724,Postgraduate,38513.0,20,5,6,1,5,8,0,1,44,152,324,1,Alone"
"1725,Postgraduate,16653.0,10,3,2,1,3,6,0,1,47,72,69,1,Alone"
"1726,Graduate,42586.0,7,5,4,1,6,8,0,1,71,608,252,2,Partner"
"1727,Undergraduate,23529.0,67,1,1,1,2,6,0,0,61,538,54,1,Alone"
"1728,Postgraduate,74881.0,48,4,9,2,12,5,0,0,65,478,964,2,Partner"
"1729,Graduate,71107.0,61,2,7,6,13,4,0,0,75,497,1327,1,Partner"
"1730,Postgraduate,46910.0,36,2,2,0,3,6,0,0,62,98,68,2,Partner"
"1731,Graduate,18690.0,77,1,1,1,2,8,0,0,67,548,60,0,Partner"
"1732,Graduate,37244.0,90,1,1,1,2,7,0,0,71,428,55,2,Alone"
"1733,Graduate,82427.0,35,1,3,5,12,1,0,0,60,109,1456,0,Partner"
"1734,Undergraduate,75342.0,38,1,5,2,10,4,0,0,68,419,563,1,Alone"
"1735,Graduate,70044.0,46,4,7,10,5,5,0,0,72,496,1504,1,Alone"
"1736,Graduate,79146.0,33,2,8,1,8,6,0,0,59,66,564,2,Alone"
"1737,Graduate,77437.0,70,1,4,5,13,1,0,0,63,215,1125,0,Partner"
"1738,Graduate,54984.0,51,4,6,1,6,7,0,0,67,36,358,1,Partner"
"1739,Postgraduate,42403.0,18,1,1,0,3,8,0,0,55,200,42,1,Partner"
"1740,Graduate,55761.0,97,2,4,1,3,6,0,0,62,66,184,1,Partner"
"1741,Graduate,37292.0,32,5,6,3,5,8,0,0,43,437,460,1,Partner"
"1742,Postgraduate,45576.0,9,1,3,1,3,8,0,1,81,32,145,0,Alone"
"1743,Graduate,70321.0,6,1,6,5,13,4,0,1,79,529,1376,0,Partner"
"1744,Postgraduate,58086.0,80,2,11,3,7,8,0,0,57,525,792,1,Alone"
"1745,Graduate,81795.0,74,1,4,11,7,2,0,0,74,611,1382,0,Partner"
"1746,Undergraduate,28389.0,49,1,1,0,2,7,0,0,79,586,28,0,Partner"
"1747,Postgraduate,66835.0,21,1,6,4,13,2,0,0,80,274,1033,0,Partner"
"1748,Graduate,69901.0,95,3,7,3,10,5,0,0,57,396,882,1,Alone"
"1749,Postgraduate,80360.0,56,2,4,4,5,2,0,0,77,483,2231,0,Partner"
"1750,Postgraduate,63342.0,48,3,8,3,5,6,0,1,65,621,1101,1,Partner"
"1751,Graduate,44989.0,26,5,5,1,5,6,0,0,52,655,369,1,Partner"
"1752,Undergraduate,31859.0,3,1,1,0,3,7,0,0,46,122,48,1,Alone"
"1753,Postgraduate,51569.0,39,4,7,1,7,8,0,1,77,502,467,1,Alone"
"1754,Graduate,30372.0,33,3,2,0,3,7,0,0,55,551,44,2,Alone"
"1755,Undergraduate,16014.0,42,4,1,1,4,3,0,0,47,469,38,2,Alone"
"1756,Graduate,41120.0,80,3,2,1,3,6,0,0,58,235,81,2,Partner"
"1757,Postgraduate,39763.0,9,2,5,1,2,9,0,1,55,329,167,1,Alone"
"1758,Postgraduate,38725.0,52,2,1,0,4,4,0,0,71,50,45,2,Partner"
"1759,Graduate,77981.0,78,3,7,4,7,5,0,0,54,399,664,1,Partner"
"1760,Undergraduate,62905.0,68,3,7,2,8,4,0,0,62,292,622,1,Partner"
"1761,Undergraduate,13533.0,45,2,2,0,3,7,0,0,47,476,48,1,Alone"
"1762,Graduate,59481.0,47,2,3,3,8,2,0,0,51,249,461,1,Partner"
"1763,Graduate,72117.0,34,1,9,7,9,5,0,0,49,313,1073,1,Partner"
"1764,Undergraduate,21955.0,81,2,2,1,3,6,0,0,40,295,55,1,Partner"
"1765,Graduate,67131.0,72,3,9,2,12,6,0,0,70,460,976,1,Partner"
"1766,Postgraduate,36802.0,23,1,1,0,3,5,0,0,46,13,20,1,Alone"
"1767,Graduate,71853.0,29,1,2,8,6,1,0,0,44,417,1149,0,Partner"
"1768,Undergraduate,28249.0,80,1,2,0,3,6,0,0,65,14,43,0,Partner"
"1769,Postgraduate,47808.0,30,2,3,2,3,7,0,0,51,252,224,1,Partner"
"1770,Postgraduate,25509.0,15,3,3,0,3,9,0,1,52,649,101,1,Alone"
"1771,Postgraduate,51012.0,86,1,4,1,4,6,0,0,80,437,209,0,Partner"
"1772,Graduate,70596.0,68,1,3,5,12,2,0,0,41,632,968,0,Alone"
"1773,Postgraduate,85431.0,54,1,2,7,7,0,0,0,74,386,1165,0,Partner"
"1774,Graduate,42664.0,44,1,1,0,3,6,0,0,59,103,24,1,Partner"
"1775,Graduate,42586.0,7,5,4,1,6,8,0,1,71,608,252,2,Partner"
"1776,Graduate,29760.0,87,4,3,1,4,8,0,0,41,669,165,1,Alone"
"1777,Postgraduate,28973.0,59,2,5,1,5,8,0,0,49,624,269,0,Partner"
"1778,Postgraduate,39435.0,16,1,3,1,2,7,0,0,53,327,102,1,Partner"
"1779,Undergraduate,65370.0,1,1,2,3,13,1,0,0,42,332,461,0,Partner"
"1780,Undergraduate,20194.0,64,2,2,0,3,6,0,0,47,559,47,1,Alone"
"1781,Postgraduate,42473.0,72,3,2,1,4,5,0,0,50,132,144,2,Alone"
"1782,Graduate,64590.0,98,1,9,4,10,6,0,0,58,623,1338,0,Partner"
"1783,Graduate,71232.0,91,2,11,2,10,7,0,0,67,213,917,1,Partner"
"1784,Graduate,34600.0,8,5,5,2,5,8,0,1,55,544,318,2,Partner"
"1785,Graduate,46904.0,20,4,5,1,4,8,0,0,59,603,253,2,Alone"
"1786,Graduate,49094.0,6,5,6,3,6,6,0,0,53,646,502,1,Partner"
"1787,Graduate,36075.0,54,1,2,0,4,6,0,0,43,202,119,1,Partner"
"1788,Undergraduate,60839.0,72,13,2,2,12,8,0,0,47,670,1250,2,Partner"
"1789,Graduate,77298.0,46,1,6,6,11,3,0,0,47,239,969,1,Partner"
"1790,Graduate,34026.0,11,3,2,1,3,5,0,0,76,328,76,2,Partner"
"1791,Postgraduate,48918.0,21,2,1,0,4,4,0,0,63,78,62,2,Alone"
"1792,Undergraduate,82122.0,89,1,3,9,13,1,0,0,64,318,1382,0,Partner"
"1793,Graduate,37697.0,82,1,2,1,3,6,0,0,50,142,84,1,Alone"
"1794,Graduate,34074.0,69,5,3,3,3,6,0,0,74,351,255,2,Partner"
"1795,Postgraduate,28520.0,55,1,1,1,2,6,0,0,66,380,43,2,Partner"
"1796,Graduate,62535.0,13,1,3,2,8,3,0,0,71,269,398,1,Alone"
"1797,Postgraduate,36273.0,80,2,3,0,3,6,0,0,49,74,76,1,Alone"
"1798,Graduate,63404.0,97,2,6,3,4,4,0,0,62,23,902,2,Partner"
"1799,Undergraduate,75774.0,27,1,7,5,8,4,0,0,45,58,823,1,Partner"
"1800,Graduate,78416.0,99,2,7,7,10,3,0,0,50,2,1179,1,Partner"
"1801,Graduate,75702.0,87,1,10,5,13,6,0,0,52,623,1921,1,Partner"
"1802,Postgraduate,59385.0,85,2,3,1,4,5,0,0,75,427,185,2,Partner"
"1803,Graduate,37070.0,30,9,5,1,8,7,0,1,60,466,433,2,Alone"
"1804,Graduate,44689.0,82,2,1,1,2,7,0,0,75,170,34,2,Partner"
"1805,Graduate,53977.0,21,5,5,5,12,5,0,0,68,386,907,1,Partner"
"1806,Postgraduate,7144.0,92,0,23,1,1,0,0,0,60,204,416,2,Alone"
"1807,Graduate,18701.0,95,4,2,0,4,5,0,0,62,390,44,2,Alone"
"1808,Graduate,90369.0,2,1,4,6,6,1,0,1,70,62,1588,0,Partner"
"1809,Postgraduate,63159.0,74,1,3,5,8,3,0,0,52,601,1797,0,Alone"
"1810,Graduate,37758.0,49,2,1,0,3,8,0,0,60,633,40,2,Partner"
"1811,Postgraduate,46757.0,71,6,4,4,7,9,0,0,63,590,1143,1,Alone"
"1812,Postgraduate,79734.0,72,1,4,3,6,1,0,0,57,1,914,0,Partner"
"1813,Graduate,63207.0,68,1,2,3,6,7,0,0,34,525,1502,0,Partner"
"1814,Graduate,72071.0,4,3,5,4,8,2,0,0,72,500,1338,1,Alone"
"1815,Postgraduate,21840.0,80,1,1,0,3,9,0,0,43,343,27,1,Partner"
"1816,Undergraduate,58582.0,15,2,9,2,9,5,0,0,44,274,763,1,Partner"
"1817,Graduate,72282.0,70,1,5,7,9,7,0,1,75,345,1331,0,Alone"
"1818,Graduate,50387.0,91,3,6,2,8,5,0,0,70,302,525,2,Partner"
"1819,Postgraduate,32583.0,10,1,1,0,2,7,0,0,65,14,9,2,Partner"
"1820,Graduate,62568.0,99,3,5,3,5,4,0,0,64,83,953,1,Partner"
"1821,Postgraduate,44635.0,25,2,2,0,3,7,0,0,55,261,68,2,Alone"
"1822,Postgraduate,33316.0,34,3,2,1,4,6,0,0,55,268,131,2,Alone"
"1823,Graduate,63967.0,57,3,4,4,12,2,0,0,58,324,882,1,Partner"
"1824,Undergraduate,52513.0,84,2,9,5,9,7,0,0,48,663,1149,0,Partner"
"1825,Graduate,25293.0,51,1,1,1,2,8,0,0,57,287,37,1,Partner"
"1826,Postgraduate,54111.0,97,2,5,2,6,5,0,0,61,308,388,1,Alone"
"1827,Graduate,78394.0,13,1,4,6,5,2,0,1,40,499,1428,0,Partner"
"1828,Postgraduate,80739.0,92,1,3,11,9,1,0,0,68,402,1633,0,Partner"
"1829,Postgraduate,22669.0,30,3,4,1,2,9,0,1,51,403,173,1,Partner"
"1830,Graduate,29236.0,30,2,4,0,3,9,0,0,39,264,99,1,Alone"
"1831,Graduate,44911.0,11,3,4,1,4,7,0,0,67,471,215,1,Partner"
"1832,Postgraduate,54693.0,72,8,6,4,13,6,0,0,64,497,929,1,Partner"
"1833,Graduate,48186.0,39,3,4,1,4,7,0,0,52,101,219,1,Partner"
"1834,Graduate,54809.0,0,4,2,1,5,4,0,1,49,291,174,2,Partner"
"1835,Graduate,41580.0,15,3,2,1,3,5,0,0,48,566,92,2,Partner"
"1836,Postgraduate,80336.0,12,1,2,9,13,1,0,0,56,293,1052,0,Partner"
"1837,Graduate,47743.0,56,3,4,1,6,6,0,0,69,464,275,1,Partner"
"1838,Undergraduate,62972.0,39,2,7,4,3,6,0,0,71,695,587,1,Partner"
"1839,Postgraduate,57333.0,55,11,8,5,9,6,0,1,72,645,1662,1,Alone"
"1840,Postgraduate,32313.0,60,3,4,0,4,9,0,0,44,503,159,1,Partner"
"1841,Postgraduate,84953.0,73,1,3,10,4,2,0,1,73,391,1024,0,Alone"
"1842,Postgraduate,27071.0,90,2,2,0,3,6,0,0,58,67,35,1,Alone"
"1843,Postgraduate,68148.0,86,1,4,4,6,2,0,0,69,302,1042,0,Partner"
"1844,Postgraduate,65735.0,37,5,6,2,6,7,0,0,61,204,395,2,Partner"
"1845,Postgraduate,86836.0,7,1,6,10,6,5,0,1,51,655,557,0,Partner"
"1846,Postgraduate,4023.0,29,15,0,0,0,19,0,0,63,6,9,2,Partner"
"1847,Graduate,30093.0,19,1,2,0,3,7,0,0,36,356,69,0,Partner"
"1848,Postgraduate,57705.0,14,3,8,1,6,6,0,0,60,169,486,1,Partner"
"1849,Graduate,25008.0,72,2,1,0,3,8,0,0,38,147,34,1,Alone"
"1850,Undergraduate,83257.0,56,1,5,10,12,6,1,1,31,649,1365,0,Alone"
"1851,Graduate,22280.0,85,1,1,0,2,8,0,0,51,406,13,1,Partner"
"1852,Postgraduate,72159.0,62,1,4,6,10,2,0,0,48,608,1401,0,Partner"
"1853,Graduate,64260.0,1,1,4,5,4,3,0,1,65,534,1574,0,Partner"
"1854,Postgraduate,82733.0,28,1,8,4,7,4,0,1,42,292,1323,0,Alone"
"1855,Postgraduate,74290.0,70,4,10,8,10,6,0,0,55,321,1217,1,Alone"
"1856,Postgraduate,58217.0,84,1,2,0,4,6,0,0,75,589,103,3,Alone"
"1857,Postgraduate,21024.0,89,1,2,0,4,7,0,0,50,360,84,0,Partner"
"1858,Postgraduate,70116.0,73,1,2,8,12,1,0,0,54,519,1536,0,Partner"
"1859,Graduate,54006.0,42,2,8,1,7,7,0,0,41,649,581,1,Partner"
"1860,Postgraduate,69063.0,16,1,5,3,5,3,0,0,60,599,928,1,Partner"
"1861,Undergraduate,11448.0,16,1,1,0,2,6,0,0,51,196,14,0,Alone"
"1862,Graduate,61825.0,56,1,4,2,8,4,0,0,47,326,424,1,Alone"
"1863,Graduate,70886.0,65,1,5,4,4,2,0,0,55,258,960,1,Partner"
"1864,Graduate,69109.0,10,1,6,6,7,4,0,1,44,597,1555,0,Partner"
"1865,Graduate,60208.0,13,11,8,3,7,7,0,1,53,630,656,2,Alone"
"1866,Postgraduate,32889.0,78,3,2,1,3,5,0,0,58,296,55,2,Partner"
"1867,Graduate,34738.0,51,1,1,0,3,6,0,0,42,49,20,1,Alone"
"1868,Postgraduate,30538.0,27,4,9,0,4,10,0,0,55,636,367,1,Partner"
"1869,Undergraduate,82326.0,30,1,5,10,6,2,0,1,49,111,2257,0,Partner"
"1870,Postgraduate,26642.0,71,2,2,0,3,6,0,0,59,120,42,1,Alone"
"1871,Graduate,69932.0,97,2,7,6,11,4,0,0,62,382,1049,1,Alone"
"1872,Graduate,44503.0,83,2,2,0,3,6,0,0,54,74,48,2,Alone"
"1873,Postgraduate,60200.0,3,6,6,2,11,6,0,0,78,543,685,1,Alone"
"1874,Graduate,49638.0,71,1,1,0,3,2,0,0,74,71,39,1,Alone"
"1875,Undergraduate,23830.0,3,1,1,0,3,7,0,0,39,142,43,0,Alone"
"1876,Postgraduate,33051.0,15,3,9,1,8,9,0,1,67,682,835,0,Alone"
"1877,Graduate,72905.0,52,1,3,7,9,1,0,0,68,159,1515,0,Partner"
"1878,Postgraduate,69702.0,8,2,7,7,10,4,0,0,75,495,1039,1,Partner"
"1879,Graduate,70300.0,89,3,5,5,13,8,0,0,51,349,1596,1,Alone"
"1880,Postgraduate,70643.0,66,1,5,8,4,6,0,1,42,622,1828,0,Partner"
"1881,Postgraduate,30396.0,22,2,1,1,2,7,0,1,57,60,34,1,Partner"
"1882,Postgraduate,50616.0,56,2,4,0,4,7,0,0,58,72,149,1,Alone"
"1883,Postgraduate,62772.0,74,1,5,6,11,2,0,0,57,406,946,1,Alone"
"1884,Postgraduate,30298.0,48,1,1,1,3,3,0,0,41,41,28,0,Alone"
"1885,Graduate,52413.0,67,2,7,1,7,7,0,0,42,603,450,1,Alone"
"1886,Postgraduate,44155.0,24,1,1,1,2,4,0,0,69,161,46,2,Partner"
"1887,Postgraduate,86979.0,67,1,5,5,5,2,0,1,55,234,1702,0,Alone"
"1888,Graduate,76532.0,38,4,9,5,7,5,0,0,51,293,820,2,Partner"
"1889,Graduate,42081.0,86,2,6,3,4,6,0,0,44,488,382,1,Partner"
"1890,Postgraduate,67546.0,90,1,4,10,5,3,0,0,38,667,2126,0,Partner"
"1891,Postgraduate,88420.0,87,1,4,7,8,1,0,0,37,58,2069,0,Partner"
"1892,Graduate,31158.0,62,2,2,0,3,8,0,0,41,518,72,1,Partner"
"1893,Graduate,61671.0,23,8,10,4,6,8,0,0,58,26,732,1,Alone"
"1894,Graduate,69719.0,99,1,2,3,5,1,0,0,52,34,801,0,Alone"
"1895,Graduate,49160.0,29,2,3,1,6,6,0,0,77,252,236,1,Alone"
"1896,Undergraduate,24882.0,52,1,1,1,2,6,0,0,48,658,80,1,Partner"
"1897,Postgraduate,90933.0,90,1,4,6,4,1,0,0,72,90,1685,0,Alone"
"1898,Postgraduate,113734.0,9,0,27,0,0,1,0,0,81,32,277,0,Alone"
"1899,Postgraduate,59292.0,71,2,3,5,8,3,0,0,76,381,507,1,Partner"
"1900,Postgraduate,45759.0,13,2,2,0,3,7,0,0,62,491,68,2,Partner"
"1901,Graduate,22148.0,16,1,1,0,3,7,0,0,43,77,49,0,Alone"
